Time_Index,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
63,1.0,1.0,1.0,0.5229,0.488935351,0.5309,0.250046492,1.0,1.0,1.0
64,1.0,1.0,1.0,0.4212,0.506256759,0.4564,0.238736227,1.0,1.0,1.0
65,1.0,1.0,1.0,0.3117,0.352107048,0.3339,0.258300006,1.0,1.0,1.0
66,1.0,1.0,1.0,0.1674,0.081939735,0.2068,0.229248464,1.0,1.0,1.0
67,1.0,1.0,1.0,0.0734,0.014518855,0.0833,0.266623139,1.0,1.0,1.0
68,1.0,1.0,1.0,0.0566,0.005508712,0.1042,0.251803786,1.0,1.0,1.0
69,1.0,1.0,1.0,0.0,0.108492963,0.0,0.332431704,1.0,1.0,1.0
70,1.0,1.0,1.0,0.0,0.539468288,0.0,0.40594548,1.0,1.0,1.0
71,1.0,1.0,1.0,0.0,0.761301816,0.0,0.336297512,1.0,1.0,1.0
72,1.0,1.0,1.0,0.0,0.77053988,0.0,0.482383013,1.0,1.0,1.0
73,1.0,1.0,1.0,0.0,0.853730261,0.0,0.567637086,1.0,1.0,1.0
74,1.0,1.0,1.0,0.0,0.8607921,0.0,0.558970094,1.0,1.0,1.0
75,1.0,1.0,1.0,0.0,0.904818296,0.0,0.579570055,1.0,1.0,1.0
76,1.0,1.0,1.0,0.0,0.565592647,0.0,0.541389227,1.0,1.0,1.0
77,1.0,1.0,1.0,0.0,0.626803935,0.0,0.539302111,1.0,1.0,1.0
78,1.0,1.0,1.0,0.1441,0.539959848,0.156,0.485926986,1.0,1.0,1.0
79,1.0,1.0,1.0,0.0922,0.242201939,0.1088,0.243870527,1.0,1.0,1.0
80,1.0,1.0,1.0,0.2275,0.118469387,0.2604,0.066253163,1.0,1.0,1.0
81,1.0,1.0,1.0,0.3968,0.100368783,0.4166,0.06194957,1.0,1.0,1.0
82,1.0,1.0,1.0,0.5262,0.086505473,0.5314,0.157078743,1.0,1.0,1.0
83,1.0,1.0,1.0,0.6258,0.128976002,0.6253,0.04875068,1.0,1.0,1.0
84,1.0,1.0,1.0,0.6683,0.149094954,0.6604,0.09152814,1.0,1.0,1.0
85,1.0,1.0,1.0,0.6589,0.240285978,0.6453,0.156948149,1.0,1.0,1.0
86,1.0,1.0,1.0,0.6377,0.207831144,0.6279,0.140849531,1.0,1.0,1.0
87,1.0,1.0,1.0,0.561,0.129709885,0.5698,0.158838287,1.0,1.0,1.0
88,1.0,1.0,1.0,0.4526,0.057884358,0.4767,0.16310668,1.0,1.0,1.0
89,1.0,1.0,1.0,0.3257,0.024031591,0.347,0.175824016,1.0,1.0,1.0
90,1.0,1.0,1.0,0.1711,0.045733269,0.1762,0.078585453,1.0,1.0,1.0
91,1.0,1.0,1.0,0.0727,0.044309758,0.0552,0.07656993,1.0,1.0,1.0
92,1.0,1.0,1.0,0.0,0.027911447,0.0,0.199470565,1.0,1.0,1.0
93,1.0,1.0,1.0,0.0,0.122761264,0.0,0.27295655,1.0,1.0,1.0
94,1.0,1.0,1.0,0.0,0.274397761,0.0,0.221431777,1.0,1.0,1.0
95,1.0,1.0,1.0,0.0,0.261478841,0.0,0.326765776,1.0,1.0,1.0
96,1.0,1.0,1.0,0.0,0.455997854,0.0,0.388038516,1.0,1.0,1.0
97,1.0,1.0,1.0,0.0,0.069366634,0.0,0.059702866,1.0,1.0,1.0
98,1.0,1.0,1.0,0.0,0.173460245,0.0,0.074365459,1.0,1.0,1.0
99,1.0,1.0,1.0,0.0,0.330310285,0.0,0.062557846,1.0,1.0,1.0
100,1.0,1.0,1.0,0.0,0.484885126,0.0,0.071087427,1.0,1.0,1.0
101,1.0,1.0,1.0,0.0,0.506483376,0.0,0.075161591,1.0,1.0,1.0
102,1.0,1.0,1.0,0.0316,0.51050359,0.0168,0.044340335,1.0,1.0,1.0
103,1.0,1.0,1.0,0.0805,0.199067056,0.1067,0.05166579,1.0,1.0,1.0
104,1.0,1.0,1.0,0.2149,0.356455564,0.2393,0.01513879,1.0,1.0,1.0
105,1.0,1.0,1.0,0.3659,0.283349901,0.3837,0.016382087,1.0,1.0,1.0
106,1.0,1.0,1.0,0.4898,0.25886184,0.4951,0.009380207,1.0,1.0,1.0
107,1.0,1.0,1.0,0.5831,0.385790199,0.5785,0.023820121,1.0,1.0,1.0
108,1.0,1.0,1.0,0.6085,0.518073618,0.6126,0.09957771,1.0,1.0,1.0
109,1.0,1.0,1.0,0.5999,0.445449471,0.6174,0.080900639,1.0,1.0,1.0
110,1.0,1.0,1.0,0.5772,0.387315661,0.6044,0.254250467,1.0,1.0,1.0
111,1.0,1.0,1.0,0.5188,0.37337923,0.5663,0.181480706,1.0,1.0,1.0
112,1.0,1.0,1.0,0.4201,0.503884971,0.4586,0.158758685,1.0,1.0,1.0
113,1.0,1.0,1.0,0.3017,0.433672816,0.3374,0.189708054,1.0,1.0,1.0
114,1.0,1.0,1.0,0.1691,0.605397165,0.2068,0.152186692,1.0,1.0,1.0
115,1.0,1.0,1.0,0.0705,0.168280423,0.0937,0.108798154,1.0,1.0,1.0
116,1.0,1.0,1.0,0.0,0.094467729,0.0,0.114200592,1.0,1.0,1.0
117,1.0,1.0,1.0,0.0,0.062528327,0.0,0.16704531,1.0,1.0,1.0
118,1.0,1.0,1.0,0.0,0.15690814,0.0,0.19962807,1.0,1.0,1.0
119,1.0,1.0,1.0,0.0,0.118883848,0.0,0.168253437,1.0,1.0,1.0
120,1.0,1.0,1.0,0.0,0.251304626,0.0,0.078460611,1.0,1.0,1.0
121,1.0,1.0,1.0,0.0,0.46454832,0.0,0.091273665,1.0,1.0,1.0
122,1.0,1.0,1.0,0.0,0.619871557,0.0,0.153806269,1.0,1.0,1.0
123,1.0,1.0,1.0,0.0,0.782924116,0.0,0.185553581,1.0,1.0,1.0
124,1.0,1.0,1.0,0.0,0.544351637,0.0,0.213648766,1.0,1.0,1.0
125,1.0,1.0,1.0,0.0,0.388339579,0.0,0.246533602,1.0,1.0,1.0
126,1.0,1.0,1.0,0.0259,0.188761607,0.0003,0.20844081,1.0,1.0,1.0
127,1.0,1.0,1.0,0.096,0.056012779,0.0996,0.15391171,1.0,1.0,1.0
128,1.0,1.0,1.0,0.2133,0.011642265,0.2184,0.141758978,1.0,1.0,1.0
129,1.0,1.0,1.0,0.3624,0.005336904,0.3801,0.141372338,1.0,1.0,1.0
130,1.0,1.0,1.0,0.4795,0.036412083,0.497,0.176750541,1.0,1.0,1.0
131,1.0,1.0,1.0,0.5633,0.113800742,0.566,0.240983516,1.0,1.0,1.0
132,1.0,1.0,1.0,0.5708,0.309363514,0.5632,0.291923583,1.0,1.0,1.0
133,1.0,1.0,1.0,0.534,0.537328064,0.5305,0.310834885,1.0,1.0,1.0
134,1.0,1.0,1.0,0.5641,0.75558275,0.5783,0.32536751,1.0,1.0,1.0
135,1.0,1.0,1.0,0.5537,0.804839015,0.5735,0.281852484,1.0,1.0,1.0
136,1.0,1.0,1.0,0.457,0.814335048,0.4853,0.264059514,1.0,1.0,1.0
137,1.0,1.0,1.0,0.3439,0.82010901,0.4051,0.214059621,1.0,1.0,1.0
138,1.0,1.0,1.0,0.1642,0.700861871,0.2135,0.283645898,1.0,1.0,1.0
139,1.0,1.0,1.0,0.0638,0.377394527,0.0909,0.375071973,1.0,1.0,1.0
140,1.0,1.0,1.0,0.0,0.301600695,0.0,0.475409746,1.0,1.0,1.0
141,1.0,1.0,1.0,0.0,0.539320409,0.0,0.512138724,1.0,1.0,1.0
142,1.0,1.0,1.0,0.0,0.604777336,0.0,0.561678171,1.0,1.0,1.0
143,1.0,1.0,1.0,0.0,0.605847716,0.0,0.698435903,1.0,1.0,1.0
144,1.0,1.0,1.0,0.0,0.867583036,0.0,0.629852653,1.0,1.0,1.0
145,1.0,1.0,1.0,0.0,0.804443896,0.0,0.556412816,1.0,1.0,1.0
146,1.0,1.0,1.0,0.0,0.836189687,0.0,0.432837486,1.0,1.0,1.0
147,1.0,1.0,1.0,0.0,0.840309381,0.0,0.416322708,1.0,1.0,1.0
148,1.0,1.0,1.0,0.0,0.730036616,0.0,0.346519113,1.0,1.0,1.0
149,1.0,1.0,1.0,0.0,0.884660244,0.0,0.35499388,1.0,1.0,1.0
150,1.0,1.0,1.0,0.0,0.931680143,0.0,0.39309144,1.0,1.0,1.0
151,1.0,1.0,1.0,0.0335,0.881554186,0.0417,0.271837622,1.0,1.0,1.0
152,1.0,1.0,1.0,0.2407,0.596970022,0.2565,0.178222477,1.0,1.0,1.0
153,1.0,1.0,1.0,0.443,0.334044278,0.4542,0.093410067,1.0,1.0,1.0
154,1.0,1.0,1.0,0.5964,0.280899853,0.597,0.116458245,1.0,1.0,1.0
155,1.0,1.0,1.0,0.7934,0.392157227,0.7864,0.100767419,1.0,1.0,1.0
156,1.0,1.0,1.0,0.6889,0.222006544,0.665,0.073735848,1.0,1.0,1.0
157,1.0,1.0,1.0,0.6804,0.098204508,0.6768,0.086894289,1.0,1.0,1.0
158,1.0,1.0,1.0,0.6322,0.033465073,0.5863,0.073881403,1.0,1.0,1.0
159,1.0,1.0,1.0,0.5236,0.032819699,0.548,0.070070185,1.0,1.0,1.0
160,1.0,1.0,1.0,0.4284,0.118147463,0.4483,0.094548166,1.0,1.0,1.0
161,1.0,1.0,1.0,0.2682,0.115172677,0.2868,0.117516145,1.0,1.0,1.0
162,1.0,1.0,1.0,0.0695,0.090687223,0.1025,0.224542648,1.0,1.0,1.0
163,1.0,1.0,1.0,0.0,0.103259966,0.0,0.343922973,1.0,1.0,1.0
164,1.0,1.0,1.0,0.0,0.241392031,0.0,0.458717138,1.0,1.0,1.0
165,1.0,1.0,1.0,0.0,0.198990613,0.0,0.566894948,1.0,1.0,1.0
166,1.0,1.0,1.0,0.0,0.207458615,0.0,0.580319285,1.0,1.0,1.0
167,1.0,1.0,1.0,0.0,0.377977371,0.0,0.494530857,1.0,1.0,1.0
168,1.0,1.0,1.0,0.0,0.339961112,0.0,0.391565561,1.0,1.0,1.0
169,1.0,1.0,1.0,0.0,0.242313579,0.0,0.300661176,1.0,1.0,1.0
170,1.0,1.0,1.0,0.0,0.185321137,0.0,0.307149827,1.0,1.0,1.0
171,1.0,1.0,1.0,0.0,0.163998887,0.0,0.288979471,1.0,1.0,1.0
172,1.0,1.0,1.0,0.0,0.075642176,0.0,0.279163718,1.0,1.0,1.0
173,1.0,1.0,1.0,0.0,0.125639528,0.0,0.289879262,1.0,1.0,1.0
174,1.0,1.0,1.0,0.0,0.113088697,0.0,0.222221851,1.0,1.0,1.0
175,1.0,1.0,1.0,0.0007,0.048958693,0.0016,0.208411336,1.0,1.0,1.0
176,1.0,1.0,1.0,0.1283,0.072355554,0.1392,0.19806093,1.0,1.0,1.0
177,1.0,1.0,1.0,0.2225,0.000209131,0.3124,0.020117868,1.0,1.0,1.0
178,1.0,1.0,1.0,0.3094,0.000978208,0.454,0.165666789,1.0,1.0,1.0
179,1.0,1.0,1.0,0.3942,0.037764892,0.5999,0.037556641,1.0,1.0,1.0
180,1.0,1.0,1.0,0.4972,0.058019858,0.6783,0.09736678,1.0,1.0,1.0
181,1.0,1.0,1.0,0.5285,0.108819075,0.6891,0.095447943,1.0,1.0,1.0
182,1.0,1.0,1.0,0.5815,0.185068265,0.6865,0.217211932,1.0,1.0,1.0
183,1.0,1.0,1.0,0.5702,0.227436423,0.638,0.242349178,1.0,1.0,1.0
184,1.0,1.0,1.0,0.4618,0.072478332,0.5117,0.232173204,1.0,1.0,1.0
185,1.0,1.0,1.0,0.287,0.03717871,0.3363,0.310892195,1.0,1.0,1.0
186,1.0,1.0,1.0,0.0699,0.07623706,0.1158,0.356180072,1.0,1.0,1.0
187,1.0,1.0,1.0,0.0,0.152235523,0.0,0.416259408,1.0,1.0,1.0
188,1.0,1.0,1.0,0.0,0.280532122,0.0,0.508791447,1.0,1.0,1.0
189,1.0,1.0,1.0,0.0,0.261199355,0.0,0.632430732,1.0,1.0,1.0
190,1.0,1.0,1.0,0.0,0.245894283,0.0,0.617401004,1.0,1.0,1.0
191,1.0,1.0,1.0,0.0,0.468371987,0.0,0.521111608,1.0,1.0,1.0
192,1.0,1.0,1.0,0.0,0.332565784,0.0,0.477868497,1.0,1.0,1.0
193,1.0,1.0,1.0,0.0,0.599630117,0.0,0.435777754,1.0,1.0,1.0
194,1.0,1.0,1.0,0.0,0.806906164,0.0,0.400011212,1.0,1.0,1.0
195,1.0,1.0,1.0,0.0,0.875562429,0.0,0.471044779,1.0,1.0,1.0
196,1.0,1.0,1.0,0.0,0.910653651,0.0,0.450522363,1.0,1.0,1.0
197,1.0,1.0,1.0,0.0,0.931552708,0.0,0.51574856,1.0,1.0,1.0
198,1.0,1.0,1.0,0.0,0.927892327,0.0,0.681481659,1.0,1.0,1.0
199,1.0,1.0,1.0,0.0,0.810730755,0.0,0.567743957,1.0,1.0,1.0
200,1.0,1.0,1.0,0.0218,0.808928549,0.0067,0.30645445,1.0,1.0,1.0
201,1.0,1.0,1.0,0.1324,0.907672644,0.1309,0.324682534,1.0,1.0,1.0
202,1.0,1.0,1.0,0.2131,0.937718749,0.2177,0.306025475,1.0,1.0,1.0
203,1.0,1.0,1.0,0.2524,0.854664505,0.2923,0.259157777,1.0,1.0,1.0
204,1.0,1.0,1.0,0.281,0.901548028,0.2991,0.242612571,1.0,1.0,1.0
205,1.0,1.0,1.0,0.2944,0.993324518,0.3183,0.270032912,1.0,1.0,1.0
206,1.0,1.0,1.0,0.3043,0.987733245,0.3289,0.288045973,1.0,1.0,1.0
207,1.0,1.0,1.0,0.2265,0.994320035,0.3218,0.431263179,1.0,1.0,1.0
208,1.0,1.0,1.0,0.1284,0.999625862,0.1956,0.57997942,1.0,1.0,1.0
209,1.0,1.0,1.0,0.0149,0.995653629,0.012,0.747216702,1.0,1.0,1.0
210,1.0,1.0,1.0,0.0,0.988453388,0.0,0.827593863,1.0,1.0,1.0
211,1.0,1.0,1.0,0.0,0.939178765,0.0,0.800173283,1.0,1.0,1.0
212,1.0,1.0,1.0,0.0,0.825428903,0.0,0.742860794,1.0,1.0,1.0
213,1.0,1.0,1.0,0.0,0.994983792,0.0,0.855045617,1.0,1.0,1.0
214,1.0,1.0,1.0,0.0,0.999430418,0.0,0.872960448,1.0,1.0,1.0
215,1.0,1.0,1.0,0.0,1.0,0.0,0.827691555,1.0,1.0,1.0
216,1.0,1.0,1.0,0.0,1.0,0.0,0.730978489,1.0,1.0,1.0
217,1.0,1.0,1.0,0.0,1.0,0.0,0.916867971,1.0,1.0,1.0
218,1.0,1.0,1.0,0.0,1.0,0.0,0.977053761,1.0,1.0,1.0
219,1.0,1.0,1.0,0.0,1.0,0.0,0.912560999,1.0,1.0,1.0
220,1.0,1.0,1.0,0.0,1.0,0.0,0.836899519,1.0,1.0,1.0
221,1.0,1.0,1.0,0.0,1.0,0.0,0.855240345,1.0,1.0,1.0
222,1.0,1.0,1.0,0.0,1.0,0.0,0.882111013,1.0,1.0,1.0
223,1.0,1.0,1.0,0.0,1.0,0.0,0.890236735,1.0,1.0,1.0
224,1.0,1.0,1.0,0.0043,0.999851346,0.0,0.80857116,1.0,1.0,1.0
225,1.0,1.0,1.0,0.0343,1.0,0.0249,0.899045169,1.0,1.0,1.0
226,1.0,1.0,1.0,0.138,1.0,0.1388,0.989792466,1.0,1.0,1.0
227,1.0,1.0,1.0,0.1864,1.0,0.2009,0.993321359,1.0,1.0,1.0
228,1.0,1.0,1.0,0.1991,1.0,0.2005,0.997454882,1.0,1.0,1.0
229,1.0,1.0,1.0,0.1542,1.0,0.1668,0.992768824,1.0,1.0,1.0
230,1.0,1.0,1.0,0.1065,1.0,0.1009,0.999056697,1.0,1.0,1.0
231,1.0,1.0,1.0,0.0281,1.0,0.0152,0.999997437,1.0,1.0,1.0
232,1.0,1.0,1.0,0.0019,0.995113134,0.0,0.999903679,1.0,1.0,1.0
233,1.0,1.0,1.0,0.0,0.975503504,0.0,0.999911666,1.0,1.0,1.0
234,1.0,1.0,1.0,0.0,0.995296419,0.0,0.99888128,1.0,1.0,1.0
235,1.0,1.0,1.0,0.0,0.846773446,0.0,0.998773336,1.0,1.0,1.0
236,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
237,1.0,1.0,1.0,0.0,1.0,0.0,0.99982512,1.0,1.0,1.0
238,1.0,1.0,1.0,0.0,1.0,0.0,0.999584496,1.0,1.0,1.0
239,1.0,1.0,1.0,0.0,1.0,0.0,0.998456895,1.0,1.0,1.0
240,1.0,1.0,1.0,0.0,1.0,0.0,0.9967103,1.0,1.0,1.0
241,1.0,1.0,1.0,0.0,0.007150924,0.0,0.002787092,1.0,1.0,1.0
242,1.0,1.0,1.0,0.0,0.031389128,0.0,0.001607312,1.0,1.0,1.0
243,1.0,1.0,1.0,0.0,0.064823963,0.0,0.001749821,1.0,1.0,1.0
244,1.0,1.0,1.0,0.0,0.081157707,0.0,0.00190861,1.0,1.0,1.0
245,1.0,1.0,1.0,0.0,0.060461584,0.0,0.000960778,1.0,1.0,1.0
246,1.0,1.0,1.0,0.0,0.055424616,0.0,0.002204542,1.0,1.0,1.0
247,1.0,1.0,1.0,0.0,0.041858558,0.0,0.002732506,1.0,1.0,1.0
248,1.0,1.0,1.0,0.0538,0.014990365,0.0432,0.002358294,1.0,1.0,1.0
249,1.0,1.0,1.0,0.2996,0.049698565,0.3111,0.002611346,1.0,1.0,1.0
250,1.0,1.0,1.0,0.4629,0.105675444,0.4717,0.000929232,1.0,1.0,1.0
251,1.0,1.0,1.0,0.5623,0.12918286,0.5697,0.000610026,1.0,1.0,1.0
252,1.0,1.0,1.0,0.578,0.085389197,0.5795,0.000415388,1.0,1.0,1.0
253,1.0,1.0,1.0,0.5428,0.026862405,0.5462,0.000211914,1.0,1.0,1.0
254,1.0,1.0,1.0,0.5193,0.00773143,0.5523,2.8e-6,1.0,1.0,1.0
255,1.0,1.0,1.0,0.4362,0.002720199,0.4498,0.000788545,1.0,1.0,1.0
256,1.0,1.0,1.0,0.2678,0.001525873,0.289,0.000289966,1.0,1.0,1.0
257,1.0,1.0,1.0,0.0319,0.000522604,0.0709,5.82e-7,1.0,1.0,1.0
258,1.0,1.0,1.0,0.0,0.000195092,0.0,0.0,1.0,1.0,1.0
259,1.0,1.0,1.0,0.0,0.003293123,0.0,0.000600157,1.0,1.0,1.0
260,1.0,1.0,1.0,0.0,0.000459603,0.0,0.001697156,1.0,1.0,1.0
261,1.0,1.0,1.0,0.0,0.000301939,0.0,0.001832606,1.0,1.0,1.0
262,1.0,1.0,1.0,0.0,0.003537101,0.0,0.002395727,1.0,1.0,1.0
263,1.0,1.0,1.0,0.0,9.37e-5,0.0,0.002675507,1.0,1.0,1.0
264,1.0,1.0,1.0,0.0,0.001181569,0.0,0.003507284,1.0,1.0,1.0
265,1.0,1.0,1.0,0.0,0.00176739,0.0,0.004598998,1.0,1.0,1.0
266,1.0,1.0,1.0,0.0,0.003931854,0.0,0.003740029,1.0,1.0,1.0
267,1.0,1.0,1.0,0.0,0.001538711,0.0,0.005595429,1.0,1.0,1.0
268,1.0,1.0,1.0,0.0,0.000392978,0.0,0.002332006,1.0,1.0,1.0
269,1.0,1.0,1.0,0.0,0.000380839,0.0,0.004007302,1.0,1.0,1.0
270,1.0,1.0,1.0,0.0,0.000863818,0.0,0.003906156,1.0,1.0,1.0
271,1.0,1.0,1.0,0.0,0.00044332,0.0,0.005811327,1.0,1.0,1.0
272,1.0,1.0,1.0,0.0403,6.34e-5,0.0138,0.00365198,1.0,1.0,1.0
273,1.0,1.0,1.0,0.2888,0.000406711,0.2936,0.004581301,1.0,1.0,1.0
274,1.0,1.0,1.0,0.4702,0.008460972,0.4446,0.00825894,1.0,1.0,1.0
275,1.0,1.0,1.0,0.5589,0.002824032,0.5519,0.00930534,1.0,1.0,1.0
276,1.0,1.0,1.0,0.5611,0.01374785,0.5775,0.014502864,1.0,1.0,1.0
277,1.0,1.0,1.0,0.5702,0.000606729,0.5455,0.026711736,1.0,1.0,1.0
278,1.0,1.0,1.0,0.546,0.000463385,0.519,0.006443918,1.0,1.0,1.0
279,1.0,1.0,1.0,0.407,1.46e-5,0.4247,0.001380937,1.0,1.0,1.0
280,1.0,1.0,1.0,0.2344,5.65e-5,0.2215,0.002006835,1.0,1.0,1.0
281,1.0,1.0,1.0,0.0007,0.0,0.0068,1.4e-5,1.0,1.0,1.0
282,1.0,1.0,1.0,0.0,3.48e-6,0.0,6.22e-6,1.0,1.0,1.0
283,1.0,1.0,1.0,0.0,0.0,0.0,0.000128582,1.0,1.0,1.0
284,1.0,1.0,1.0,0.0,0.0,0.0,0.0017828,1.0,1.0,1.0
285,1.0,1.0,1.0,0.0,7.66e-6,0.0,0.00084543,1.0,1.0,1.0
286,1.0,1.0,1.0,0.0,5.34e-5,0.0,0.001188286,1.0,1.0,1.0
287,1.0,1.0,1.0,0.0,0.001048668,0.0,0.000667641,1.0,1.0,1.0
288,1.0,1.0,1.0,0.0,0.00081874,0.0,0.003312791,1.0,1.0,1.0
289,1.0,1.0,1.0,0.0,0.005694365,0.0,0.003540355,1.0,1.0,1.0
290,1.0,1.0,1.0,0.0,0.002635816,0.0,0.004967191,1.0,1.0,1.0
291,1.0,1.0,1.0,0.0,0.007530636,0.0,0.002511816,1.0,1.0,1.0
292,1.0,1.0,1.0,0.0,0.004771272,0.0,0.003071507,1.0,1.0,1.0
293,1.0,1.0,1.0,0.0,0.000184882,0.0,0.00558002,1.0,1.0,1.0
294,1.0,1.0,1.0,0.0,0.000147887,0.0,0.005551685,1.0,1.0,1.0
295,1.0,1.0,1.0,0.0,7.18e-5,0.0,0.005329957,1.0,1.0,1.0
